Displaying Data Collected From https://khro.health.go.ke/#/covid_19_tracker. Some Days are missing on the site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Nairobi cases by day,Date,Mombasa,Date,Baringo,Date,Bomet,Date,Bungoma,Date,Busia,Date,Elgeyo-Marakwet,Date,Embu,Date,Garissa,Date,Homa Bay,Date,Isiolo,Date,Kajiado,Date,Kakamega,Date,Kericho(Number of Cases),Date,Kiambu,Date,Kilifi,Date,Kirinyaga,Date,Kisii,Date,Kisumu,Date,Kitui,Date,Kwale,Date,Laikipia,Date,Lamu,Date`,Machakos,Date,Makueni,Date,Mandera,Date,Marsabit,Date,Meru,Date,Migori,Date,Murang'a,Date,Nakuru,Date,Nandi,Date,Narok,Date,Nyamira,Date,Nyandarua,Date,Nyeri,Date,Samburu,Date,Siaya,Date,Taita Taveta,Date,Tharaka-Nithi,Date,Trans Nzoia,Date,Turkana,Date,Uasin Gishu,Date,Vihiga,Date,Wajir,Date,West Pokot
08.10.2020,81,11.10.2020,11,21.07.2021,1,22.05.2021,1,26.03.2021,20,05.11.2020,15,27.07.2021,1,01.03.2021,2,08.01.2021,1,30.04.2021,4,23.06.2021,1,08.11.2020,28,20.01.2021,2,31.01.2021,1,10.11.2020,59,03.12.2020,23,25.04.2021,5,22.01.2021,1,25.11.2020,11,17.03.2021,2,11.03.2021,2,11.01.2021,1,,,23.11.2020,25,01.02.2021,1,,,,,18.12.2020,9,21.03.2021,1,10.12.2020,2,27.11.2020,4,29.03.2021,15,08.04.2021,1,10.06.2021,1,08.04.2021,26,20.12.2020,4,,,04.03.2021,2,20.01.2021,3,,,22.03.2021,7,08.03.2021,13,26.11.2020,22,14.06.2021,5,,,,
10.10.2020,84,12.10.2020,29,22.07.2021,2,24.05.2021,3,27.03.2021,4,06.11.2020,30,29.07.2021,1,02.03.2021,1,12.01.2021,1,01.05.2021,2,28.06.2021,1,09.11.2020,43,26.01.2021,1,03.02.2021,1,11.11.2020,44,04.12.2020,21,26.04.2021,2,26.01.2021,4,26.11.2020,44,18.03.2021,6,15.03.2021,1,14.01.2021,2,,,24.11.2020,21,04.02.2021,1,,,,,19.12.2020,27,23.03.2021,13,11.12.2020,3,29.11.2020,9,30.03.2021,19,09.04.2021,2,11.06.2021,17,09.04.2021,15,24.12.2020,5,,,05.03.2021,1,21.01.2021,1,,,23.03.2021,15,09.03.2021,45,27.11.2020,2,15.06.2021,9,,,,
11.10.2020,34,14.10.2020,44,24.07.2021,1,25.05.2021,2,29.03.2021,1,07.11.2020,50,30.07.2021,1,09.03.2021,1,14.01.2021,1,03.05.2021,3,06.07.2021,1,10.11.2020,21,27.01.2021,1,06.02.2021,1,13.11.2020,30,05.12.2020,1,28.04.2021,9,02.02.2021,1,27.11.2020,18,19.03.2021,12,16.03.2021,1,15.01.2021,1,,,25.11.2020,3,05.02.2021,1,,,,,20.12.2020,2,24.03.2021,19,12.12.2020,26,30.11.2020,2,31.03.2021,12,12.04.2021,2,13.06.2021,1,12.04.2021,10,25.12.2020,8,,,07.03.2021,1,25.01.2021,6,,,24.03.2021,2,11.03.2021,10,28.11.2020,2,16.06.2021,7,,,,
13.10.2020,127,15.10.2020,5,26.07.2021,6,26.05.2021,4,30.03.2021,1,08.11.2020,39,01.08.2021,1,10.03.2021,18,15.01.2021,1,04.05.2021,2,12.07.2021,7,12.11.2020,31,03.02.2021,1,07.02.2021,3,14.11.2020,71,06.12.2020,7,01.05.2021,2,04.02.2021,1,28.11.2020,13,20.03.2021,20,18.03.2021,1,21.01.2021,3,,,27.11.2020,24,09.02.2021,3,,,,,21.12.2020,8,25.03.2021,3,13.12.2020,3,01.12.2020,118,01.04.2021,10,13.04.2021,1,14.06.2021,12,13.04.2021,10,29.12.2020,1,,,08.03.2021,9,26.01.2021,18,,,25.03.2021,14,12.03.2021,29,30.11.2020,8,17.06.2021,23,,,,
15.10.2020,136,17.10.2020,73,27.07.2021,4,28.05.2021,5,31.03.2021,4,12.11.2020,30,03.08.2021,3,11.03.2021,1,19.01.2021,1,05.05.2021,6,14.07.2021,1,13.11.2020,21,07.02.2021,1,08.02.2021,1,16.11.2020,100,07.12.2020,93,02.05.2021,2,05.02.2021,1,29.11.2020,17,21.03.2021,1,19.03.2021,1,23.01.2021,1,,,28.11.2020,28,14.02.2021,2,,,,,22.12.2020,2,27.03.2021,1,14.12.2020,3,03.12.2020,73,02.04.2021,1,14.04.2021,8,15.06.2021,1,14.04.2021,3,31.12.2020,4,,,09.03.2021,8,01.02.2021,3,,,28.03.2021,1,15.03.2021,4,01.12.2020,52,18.06.2021,4,,,,
16.10.2020,121,19.10.2020,38,28.07.2021,9,04.06.2021,10,01.04.2021,32,13.11.2020,23,04.08.2021,1,12.03.2021,6,24.01.2021,1,06.05.2021,6,17.07.2021,1,15.11.2020,9,08.02.2021,1,09.02.2021,2,17.11.2020,33,09.12.2020,10,03.05.2021,1,12.02.2021,2,30.11.2020,7,22.03.2021,16,24.03.2021,1,27.01.2021,1,,,29.11.2020,13,15.02.2021,1,,,,,23.12.2020,2,31.03.2021,9,15.12.2020,2,04.12.2020,79,03.04.2021,1,15.04.2021,2,16.06.2021,18,15.04.2021,17,06.01.2021,19,,,11.03.2021,3,02.02.2021,2,,,29.03.2021,8,16.03.2021,35,02.12.2020,14,19.06.2021,1,,,,
18.10.2020,99,20.10.2020,51,29.07.2021,12,06.06.2021,1,02.04.2021,11,14.11.2020,14,05.08.2021,1,15.03.2021,1,25.01.2021,2,07.05.2021,4,22.07.2021,2,16.11.2020,25,09.02.2021,1,10.02.2021,1,19.11.2020,71,10.12.2020,61,04.05.2021,2,16.02.2021,1,02.12.2020,12,23.03.2021,17,25.03.2021,1,04.02.2021,2,,,01.12.2020,4,17.02.2021,3,,,,,24.12.2020,3,01.04.2021,4,16.12.2020,9,06.12.2020,1,05.04.2021,1,17.04.2021,1,18.06.2021,20,16.04.2021,16,09.01.2021,1,,,12.03.2021,1,03.02.2021,4,,,30.03.2021,13,19.03.2021,42,04.12.2020,10,20.06.2021,1,,,,
20.10.2020,228,22.10.2020,81,30.07.2021,8,07.06.2021,6,03.04.2021,4,15.11.2020,4,06.08.2021,1,16.03.2021,8,28.01.2021,2,09.05.2021,1,27.07.2021,1,17.11.2020,18,18.02.2021,1,11.02.2021,8,20.11.2020,41,11.12.2020,142,05.05.2021,9,20.02.2021,2,03.12.2020,27,24.03.2021,46,28.03.2021,1,06.02.2021,2,,,02.12.2020,25,19.02.2021,1,,,,,25.12.2020,4,02.04.2021,2,17.12.2020,1,07.12.2020,19,06.04.2021,30,19.04.2021,3,19.06.2021,1,17.04.2021,3,10.01.2021,1,,,15.03.2021,3,05.02.2021,1,,,01.04.2021,26,21.03.2021,1,05.12.2020,1,21.06.2021,19,,,,
21.10.2020,337,23.10.2020,39,31.07.2021,1,08.06.2021,7,06.04.2021,1,16.11.2020,32,07.08.2021,1,17.03.2021,1,02.02.2021,6,10.05.2021,11,28.07.2021,3,19.11.2020,23,19.02.2021,1,16.02.2021,6,22.11.2020,22,12.12.2020,4,07.05.2021,1,22.02.2021,2,04.12.2020,31,25.03.2021,55,30.03.2021,4,07.02.2021,5,,,03.12.2020,15,23.02.2021,1,,,,,27.12.2020,1,07.04.2021,12,18.12.2020,11,08.12.2020,11,07.04.2021,13,20.04.2021,14,21.06.2021,24,18.04.2021,2,12.01.2021,9,,,16.03.2021,7,08.02.2021,1,,,05.04.2021,5,22.03.2021,11,06.12.2020,19,22.06.2021,18,,,,
23.10.2020,186,25.10.2020,71,01.08.2021,3,09.06.2021,15,07.04.2021,28,17.11.2020,1,,,18.03.2021,2,04.02.2021,3,11.05.2021,7,29.07.2021,1,20.11.2020,22,25.02.2021,2,18.02.2021,1,23.11.2020,122,14.12.2020,105,08.05.2021,1,23.02.2021,1,05.12.2020,6,26.03.2021,14,01.04.2021,5,08.02.2021,7,,,05.12.2020,2,24.02.2021,2,,,,,31.12.2020,2,08.04.2021,3,19.12.2020,6,10.12.2020,113,09.04.2021,17,22.04.2021,1,23.06.2021,21,19.04.2021,7,18.01.2021,3,,,18.03.2021,17,10.02.2021,6,,,06.04.2021,3,23.03.2021,33,07.12.2020,22,23.06.2021,16,,,,
25.10.2020,51,27.10.2020,117,02.08.2021,11,10.06.2021,11,08.04.2021,17,19.11.2020,52,,,19.03.2021,5,10.02.2021,1,12.05.2021,10,03.08.2021,3,22.11.2020,12,26.02.2021,2,21.02.2021,1,25.11.2020,93,16.12.2020,21,11.05.2021,11,01.03.2021,1,06.12.2020,1,27.03.2021,12,02.04.2021,2,11.02.2021,3,,,06.12.2020,1,25.02.2021,1,,,,,01.01.2021,3,09.04.2021,1,20.12.2020,1,11.12.2020,37,10.04.2021,10,23.04.2021,3,25.06.2021,16,20.04.2021,10,21.01.2021,2,,,19.03.2021,8,15.02.2021,1,,,07.04.2021,18,25.03.2021,11,09.12.2020,12,24.06.2021,17,,,,
26.10.2020,556,28.10.2020,55,03.08.2021,12,11.06.2021,15,09.04.2021,8,20.11.2020,27,,,21.03.2021,3,11.02.2021,1,13.05.2021,2,04.08.2021,3,23.11.2020,27,03.03.2021,3,23.02.2021,12,26.11.2020,96,17.12.2020,22,12.05.2021,2,02.03.2021,1,07.12.2020,6,28.03.2021,12,03.04.2021,2,14.02.2021,3,,,07.12.2020,1,01.03.2021,1,,,,,02.01.2021,2,10.04.2021,1,21.12.2020,1,12.12.2020,6,12.04.2021,3,25.04.2021,1,28.06.2021,5,21.04.2021,24,23.01.2021,2,,,22.03.2021,4,17.02.2021,2,,,08.04.2021,13,26.03.2021,43,10.12.2020,1,25.06.2021,11,,,,
28.10.2020,394,30.10.2020,145,04.08.2021,9,12.06.2021,1,12.04.2021,11,21.11.2020,73,,,22.03.2021,1,12.02.2021,1,14.05.2021,2,05.08.2021,4,25.11.2020,13,05.03.2021,3,25.02.2021,6,28.11.2020,17,18.12.2020,15,17.05.2021,2,05.03.2021,1,08.12.2020,17,29.03.2021,65,06.04.2021,3,18.02.2021,6,,,09.12.2020,5,02.03.2021,2,,,,,03.01.2021,1,13.04.2021,17,22.12.2020,6,14.12.2020,23,13.04.2021,13,26.04.2021,1,30.06.2021,7,22.04.2021,11,25.01.2021,4,,,23.03.2021,4,19.02.2021,3,,,09.04.2021,15,27.03.2021,1,11.12.2020,15,26.06.2021,1,,,,
30.10.2020,568,31.10.2020,204,05.08.2021,19,13.06.2021,1,13.04.2021,61,22.11.2020,18,,,25.03.2021,4,13.02.2021,1,15.05.2021,4,06.08.2021,1,26.11.2020,29,08.03.2021,2,02.03.2021,5,29.11.2020,9,20.12.2020,1,19.05.2021,4,09.03.2021,12,10.12.2020,7,30.03.2021,20,07.04.2021,2,20.02.2021,4,,,10.12.2020,3,03.03.2021,2,,,,,04.01.2021,3,14.04.2021,2,23.12.2020,4,15.12.2020,5,14.04.2021,16,27.04.2021,3,01.07.2021,1,23.04.2021,7,29.01.2021,1,,,24.03.2021,7,22.02.2021,1,,,12.04.2021,13,29.03.2021,2,13.12.2020,7,27.06.2021,4,,,,
31.10.2020,185,02.11.2020,71,06.08.2021,26,14.06.2021,18,14.04.2021,8,23.11.2020,21,,,29.03.2021,24,18.02.2021,2,16.05.2021,2,07.08.2021,1,27.11.2020,11,09.03.2021,3,04.03.2021,8,01.12.2020,23,21.12.2020,20,20.05.2021,1,10.03.2021,2,11.12.2020,4,31.03.2021,28,08.04.2021,2,21.02.2021,5,,,11.12.2020,4,05.03.2021,3,,,,,05.01.2021,44,15.04.2021,2,24.12.2020,5,16.12.2020,23,15.04.2021,10,28.04.2021,1,02.07.2021,12,26.04.2021,7,30.01.2021,1,,,25.03.2021,2,23.02.2021,1,,,13.04.2021,1,30.03.2021,54,17.12.2020,1,28.06.2021,22,,,,
02.11.2020,228,04.11.2020,87,,,15.06.2021,13,15.04.2021,12,24.11.2020,30,,,01.04.2021,22,20.02.2021,2,17.05.2021,6,,,29.11.2020,26,10.03.2021,7,05.03.2021,1,02.12.2020,86,23.12.2020,1,21.05.2021,6,11.03.2021,2,13.12.2020,3,01.04.2021,37,11.04.2021,5,22.02.2021,5,,,13.12.2020,4,06.03.2021,1,,,,,06.01.2021,46,16.04.2021,11,25.12.2020,9,18.12.2020,48,16.04.2021,7,29.04.2021,2,05.07.2021,11,27.04.2021,6,03.02.2021,3,,,26.03.2021,13,24.02.2021,1,,,14.04.2021,13,01.04.2021,3,18.12.2020,12,29.06.2021,17,,,,
04.11.2020,416,05.11.2020,198,,,16.06.2021,12,16.04.2021,12,26.11.2020,25,,,02.04.2021,1,23.02.2021,1,18.05.2021,18,,,30.11.2020,19,11.03.2021,9,09.03.2021,5,04.12.2020,38,24.12.2020,12,25.05.2021,2,12.03.2021,1,14.12.2020,11,02.04.2021,6,12.04.2021,1,24.02.2021,8,,,14.12.2020,2,07.03.2021,2,,,,,07.01.2021,35,17.04.2021,2,26.12.2020,3,19.12.2020,1,17.04.2021,1,30.04.2021,13,06.07.2021,1,28.04.2021,6,04.02.2021,3,,,28.03.2021,1,25.02.2021,5,,,15.04.2021,71,03.04.2021,4,19.12.2020,25,30.06.2021,2,,,,
05.11.2020,350,07.11.2020,84,,,17.06.2021,62,17.04.2021,2,27.11.2020,14,,,05.04.2021,1,01.03.2021,3,19.05.2021,5,,,02.12.2020,13,12.03.2021,1,11.03.2021,12,05.12.2020,40,25.12.2020,2,26.05.2021,19,14.03.2021,2,15.12.2020,3,03.04.2021,6,13.04.2021,1,01.03.2021,5,,,15.12.2020,2,08.03.2021,3,,,,,08.01.2021,11,19.04.2021,1,28.12.2020,12,20.12.2020,1,18.04.2021,6,01.05.2021,1,07.07.2021,12,29.04.2021,2,05.02.2021,1,,,29.03.2021,1,26.02.2021,4,,,16.04.2021,25,06.04.2021,34,21.12.2020,1,01.07.2021,19,,,,
07.11.2020,337,08.11.2020,82,,,18.06.2021,14,18.04.2021,2,28.11.2020,21,,,06.04.2021,13,04.03.2021,3,20.05.2021,15,,,03.12.2020,23,15.03.2021,1,12.03.2021,2,06.12.2020,9,26.12.2020,2,27.05.2021,2,16.03.2021,4,16.12.2020,5,04.04.2021,64,14.04.2021,4,03.03.2021,4,,,17.12.2020,1,09.03.2021,7,,,,,11.01.2021,1,20.04.2021,7,31.12.2020,9,22.12.2020,8,19.04.2021,9,02.05.2021,2,09.07.2021,9,01.05.2021,1,08.02.2021,1,,,30.03.2021,11,03.03.2021,3,,,17.04.2021,2,07.04.2021,46,22.12.2020,1,02.07.2021,5,,,,
09.11.2020,323,10.11.2020,250,,,19.06.2021,1,20.04.2021,10,29.11.2020,2,,,08.04.2021,1,07.03.2021,1,21.05.2021,5,,,04.12.2020,20,16.03.2021,7,13.03.2021,1,08.12.2020,19,28.12.2020,2,28.05.2021,4,17.03.2021,4,17.12.2020,4,05.04.2021,20,15.04.2021,1,05.03.2021,1,,,18.12.2020,4,10.03.2021,3,,,,,12.01.2021,1,22.04.2021,3,02.01.2021,5,23.12.2020,6,20.04.2021,4,05.05.2021,2,12.07.2021,5,02.05.2021,1,11.02.2021,2,,,31.03.2021,9,04.03.2021,1,,,20.04.2021,3,08.04.2021,10,24.12.2020,11,06.07.2021,11,,,,
10.11.2020,439,12.11.2020,183,,,20.06.2021,1,21.04.2021,5,30.11.2020,1,,,09.04.2021,2,09.03.2021,8,22.05.2021,28,,,06.12.2020,4,17.03.2021,5,15.03.2021,17,09.12.2020,69,29.12.2020,7,29.05.2021,1,19.03.2021,16,20.12.2020,2,06.04.2021,8,19.04.2021,1,06.03.2021,3,,,19.12.2020,3,11.03.2021,6,,,,,14.01.2021,2,23.04.2021,58,04.01.2021,1,24.12.2020,10,21.04.2021,14,06.05.2021,2,14.07.2021,11,03.05.2021,3,12.02.2021,6,,,01.04.2021,11,05.03.2021,1,,,21.04.2021,7,09.04.2021,7,28.12.2020,1,07.07.2021,12,,,,
12.11.2020,630,13.11.2020,163,,,21.06.2021,5,22.04.2021,5,01.12.2020,40,,,14.04.2021,51,11.03.2021,3,23.05.2021,4,,,07.12.2020,14,18.03.2021,7,16.03.2021,3,11.12.2020,17,30.12.2020,2,30.05.2021,4,21.03.2021,5,21.12.2020,3,07.04.2021,41,21.04.2021,3,07.03.2021,4,,,21.12.2020,4,12.03.2021,1,,,,,15.01.2021,9,24.04.2021,1,06.01.2021,1,26.12.2020,1,22.04.2021,11,07.05.2021,8,16.07.2021,1,04.05.2021,3,13.02.2021,2,,,06.04.2021,9,08.03.2021,1,,,22.04.2021,66,10.04.2021,5,29.12.2020,1,08.07.2021,7,,,,
14.11.2020,379,15.11.2020,41,,,22.06.2021,1,23.04.2021,72,03.12.2020,16,,,16.04.2021,21,12.03.2021,1,24.05.2021,14,,,09.12.2020,9,19.03.2021,9,18.03.2021,25,12.12.2020,42,01.01.2021,1,31.05.2021,2,23.03.2021,8,22.12.2020,12,08.04.2021,29,24.04.2021,9,10.03.2021,8,,,22.12.2020,10,13.03.2021,1,,,,,16.01.2021,4,26.04.2021,2,07.01.2021,1,27.12.2020,1,23.04.2021,23,08.05.2021,1,19.07.2021,2,05.05.2021,6,14.02.2021,1,,,07.04.2021,9,09.03.2021,3,,,23.04.2021,10,11.04.2021,1,30.12.2020,14,09.07.2021,6,,,,
15.11.2020,278,16.11.2020,59,,,23.06.2021,2,24.04.2021,26,04.12.2020,24,,,17.04.2021,1,14.03.2021,4,25.05.2021,8,,,10.12.2020,6,21.03.2021,1,21.03.2021,3,14.12.2020,12,03.01.2021,1,01.06.2021,1,24.03.2021,4,23.12.2020,5,09.04.2021,26,26.04.2021,6,11.03.2021,7,,,23.12.2020,2,14.03.2021,5,,,,,19.01.2021,10,27.04.2021,14,08.01.2021,3,28.12.2020,12,24.04.2021,1,11.05.2021,1,21.07.2021,3,06.05.2021,2,18.02.2021,3,,,08.04.2021,2,12.03.2021,1,,,24.04.2021,1,13.04.2021,55,31.12.2020,4,12.07.2021,7,,,,
17.11.2020,421,18.11.2020,110,,,26.06.2021,1,26.04.2021,3,05.12.2020,31,,,19.04.2021,1,16.03.2021,9,26.05.2021,14,,,11.12.2020,18,22.03.2021,7,22.03.2021,10,15.12.2020,12,05.01.2021,11,03.06.2021,2,25.03.2021,2,24.12.2020,4,10.04.2021,20,28.04.2021,1,12.03.2021,4,,,25.12.2020,2,16.03.2021,10,,,,,22.01.2021,1,28.04.2021,3,10.01.2021,2,30.12.2020,11,25.04.2021,2,19.05.2021,1,23.07.2021,3,09.05.2021,1,19.02.2021,2,,,09.04.2021,19,16.03.2021,10,,,25.04.2021,3,14.04.2021,4,02.01.2021,3,15.07.2021,1,,,,
19.11.2020,416,20.11.2020,102,,,28.06.2021,1,27.04.2021,12,06.12.2020,19,,,20.04.2021,11,17.03.2021,11,27.05.2021,11,,,13.12.2020,2,23.03.2021,4,23.03.2021,20,17.12.2020,13,06.01.2021,2,04.06.2021,1,26.03.2021,4,25.12.2020,4,11.04.2021,2,29.04.2021,2,15.03.2021,4,,,27.12.2020,1,17.03.2021,6,,,,,24.01.2021,1,29.04.2021,2,12.01.2021,1,31.12.2020,5,26.04.2021,1,20.05.2021,2,26.07.2021,4,10.05.2021,2,21.02.2021,2,,,11.04.2021,2,17.03.2021,3,,,26.04.2021,1,15.04.2021,18,03.01.2021,5,19.07.2021,7,,,,
20.11.2020,412,21.11.2020,91,,,29.06.2021,3,28.04.2021,18,07.12.2020,28,,,21.04.2021,7,19.03.2021,7,28.05.2021,13,,,14.12.2020,4,25.03.2021,25,24.03.2021,30,18.12.2020,10,07.01.2021,8,05.06.2021,3,29.03.2021,2,28.12.2020,2,12.04.2021,31,02.05.2021,1,16.03.2021,3,,,28.12.2020,1,18.03.2021,6,,,,,27.01.2021,1,30.04.2021,15,15.01.2021,4,01.01.2021,1,27.04.2021,30,21.05.2021,1,30.07.2021,4,11.05.2021,2,24.02.2021,1,,,12.04.2021,3,18.03.2021,8,,,27.04.2021,32,16.04.2021,1,04.01.2021,7,22.07.2021,5,,,,
22.11.2020,230,23.11.2020,19,,,01.07.2021,6,29.04.2021,3,08.12.2020,36,,,22.04.2021,11,20.03.2021,12,29.05.2021,10,,,16.12.2020,1,26.03.2021,5,25.03.2021,7,20.12.2020,7,08.01.2021,10,07.06.2021,1,30.03.2021,23,30.12.2020,3,13.04.2021,16,05.05.2021,2,17.03.2021,6,,,30.12.2020,2,19.03.2021,1,,,,,30.01.2021,2,01.05.2021,3,17.01.2021,1,04.01.2021,4,28.04.2021,7,22.05.2021,3,02.08.2021,10,13.05.2021,2,25.02.2021,4,,,13.04.2021,20,19.03.2021,3,,,28.04.2021,9,19.04.2021,14,07.01.2021,2,23.07.2021,4,,,,
24.11.2020,253,24.11.2020,77,,,02.07.2021,2,30.04.2021,23,10.12.2020,41,,,23.04.2021,13,21.03.2021,1,31.05.2021,2,,,17.12.2020,2,27.03.2021,2,26.03.2021,22,21.12.2020,15,09.01.2021,5,09.06.2021,4,01.04.2021,6,31.12.2020,1,14.04.2021,22,06.05.2021,1,18.03.2021,1,,,31.12.2020,7,20.03.2021,18,,,,,01.02.2021,1,03.05.2021,1,21.01.2021,1,05.01.2021,10,29.04.2021,1,27.05.2021,1,03.08.2021,1,18.05.2021,1,26.02.2021,1,,,15.04.2021,41,21.03.2021,2,,,29.04.2021,45,20.04.2021,4,08.01.2021,10,26.07.2021,1,,,,
25.11.2020,274,26.11.2020,160,,,03.07.2021,2,01.05.2021,5,11.12.2020,26,,,24.04.2021,14,22.03.2021,1,01.06.2021,1,,,18.12.2020,1,28.03.2021,2,29.03.2021,1,23.12.2020,6,12.01.2021,2,10.06.2021,8,06.04.2021,7,02.01.2021,1,15.04.2021,40,07.05.2021,1,19.03.2021,12,,,01.01.2021,3,21.03.2021,1,,,,,02.02.2021,3,04.05.2021,33,25.01.2021,1,06.01.2021,9,30.04.2021,33,28.05.2021,2,06.08.2021,5,19.05.2021,1,28.02.2021,2,,,16.04.2021,9,22.03.2021,10,,,30.04.2021,6,22.04.2021,23,09.01.2021,6,27.07.2021,3,,,,
27.11.2020,395,28.11.2020,87,,,05.07.2021,3,02.05.2021,1,12.12.2020,6,,,25.04.2021,2,23.03.2021,12,02.06.2021,4,,,20.12.2020,4,29.03.2021,7,30.03.2021,13,24.12.2020,18,13.01.2021,1,11.06.2021,4,07.04.2021,7,04.01.2021,6,16.04.2021,8,08.05.2021,6,21.03.2021,19,,,03.01.2021,1,22.03.2021,1,,,,,03.02.2021,2,06.05.2021,2,29.01.2021,1,08.01.2021,2,01.05.2021,2,31.05.2021,2,,,20.05.2021,1,01.03.2021,5,,,17.04.2021,1,25.03.2021,3,,,03.05.2021,9,23.04.2021,14,11.01.2021,9,28.07.2021,3,,,,
29.11.2020,135,29.11.2020,13,,,07.07.2021,2,03.05.2021,1,18.12.2020,4,,,26.04.2021,10,24.03.2021,7,03.06.2021,1,,,21.12.2020,3,30.03.2021,29,31.03.2021,32,26.12.2020,4,14.01.2021,1,14.06.2021,1,09.04.2021,1,05.01.2021,8,17.04.2021,19,10.05.2021,2,22.03.2021,1,,,04.01.2021,7,23.03.2021,2,,,,,10.02.2021,3,07.05.2021,23,05.02.2021,1,09.01.2021,2,03.05.2021,4,01.06.2021,1,,,22.05.2021,1,02.03.2021,1,,,19.04.2021,12,26.03.2021,6,,,05.05.2021,20,26.04.2021,15,13.01.2021,6,29.07.2021,1,,,,
01.12.2020,204,01.12.2020,41,,,08.07.2021,1,04.05.2021,14,19.12.2020,13,,,27.04.2021,2,25.03.2021,24,04.06.2021,12,,,23.12.2020,3,31.03.2021,6,01.04.2021,34,27.12.2020,1,15.01.2021,6,15.06.2021,2,10.04.2021,2,07.01.2021,10,18.04.2021,3,12.05.2021,1,23.03.2021,8,,,06.01.2021,5,24.03.2021,3,,,,,11.02.2021,1,08.05.2021,3,08.02.2021,1,11.01.2021,3,04.05.2021,37,02.06.2021,2,,,24.05.2021,2,03.03.2021,4,,,20.04.2021,17,27.03.2021,2,,,06.05.2021,3,27.04.2021,3,15.01.2021,3,30.07.2021,3,,,,
02.12.2020,326,03.12.2020,78,,,09.07.2021,3,05.05.2021,23,20.12.2020,4,,,28.04.2021,36,26.03.2021,23,05.06.2021,2,,,24.12.2020,7,01.04.2021,19,02.04.2021,47,29.12.2020,1,19.01.2021,4,16.06.2021,2,12.04.2021,1,08.01.2021,13,19.04.2021,17,13.05.2021,1,24.03.2021,12,,,07.01.2021,4,25.03.2021,22,,,,,13.02.2021,1,09.05.2021,1,12.02.2021,1,12.01.2021,4,05.05.2021,11,03.06.2021,2,,,25.05.2021,1,05.03.2021,1,,,21.04.2021,9,28.03.2021,1,,,07.05.2021,7,28.04.2021,3,16.01.2021,1,31.07.2021,3,,,,
04.12.2020,207,04.12.2020,83,,,10.07.2021,1,06.05.2021,1,22.12.2020,7,,,29.04.2021,16,27.03.2021,2,06.06.2021,46,,,25.12.2020,1,02.04.2021,17,03.04.2021,1,30.12.2020,11,20.01.2021,1,18.06.2021,1,13.04.2021,5,09.01.2021,2,20.04.2021,9,16.05.2021,1,25.03.2021,7,,,08.01.2021,1,26.03.2021,4,,,,,14.02.2021,3,10.05.2021,1,13.02.2021,1,13.01.2021,2,06.05.2021,8,04.06.2021,2,,,28.05.2021,1,07.03.2021,5,,,22.04.2021,6,29.03.2021,10,,,08.05.2021,4,04.05.2021,8,17.01.2021,2,02.08.2021,1,,,,
06.12.2020,76,06.12.2020,21,,,12.07.2021,1,07.05.2021,26,23.12.2020,5,,,30.04.2021,3,28.03.2021,1,07.06.2021,8,,,27.12.2020,3,03.04.2021,6,06.04.2021,46,01.01.2021,1,21.01.2021,1,21.06.2021,1,15.04.2021,2,11.01.2021,2,21.04.2021,18,19.05.2021,1,26.03.2021,18,,,10.01.2021,1,27.03.2021,5,,,,,16.02.2021,4,11.05.2021,18,15.02.2021,3,15.01.2021,4,07.05.2021,9,05.06.2021,4,,,08.06.2021,2,09.03.2021,1,,,23.04.2021,13,30.03.2021,2,,,09.05.2021,1,06.05.2021,2,22.01.2021,3,03.08.2021,1,,,,
07.12.2020,192,07.12.2020,17,,,13.07.2021,1,08.05.2021,2,25.12.2020,3,,,01.05.2021,5,29.03.2021,1,08.06.2021,54,,,28.12.2020,2,04.04.2021,1,07.04.2021,13,02.01.2021,1,22.01.2021,4,23.06.2021,4,16.04.2021,3,13.01.2021,4,22.04.2021,9,20.05.2021,1,27.03.2021,2,,,11.01.2021,2,28.03.2021,3,,,,,18.02.2021,3,12.05.2021,4,16.02.2021,2,18.01.2021,5,08.05.2021,5,06.06.2021,1,,,13.06.2021,2,10.03.2021,2,,,24.04.2021,2,01.04.2021,4,,,10.05.2021,6,07.05.2021,15,24.01.2021,1,05.08.2021,2,,,,
09.12.2020,159,09.12.2020,67,,,14.07.2021,4,10.05.2021,4,26.12.2020,7,,,03.05.2021,14,30.03.2021,4,09.06.2021,25,,,30.12.2020,5,06.04.2021,17,08.04.2021,51,04.01.2021,4,25.01.2021,8,27.06.2021,1,17.04.2021,3,14.01.2021,2,23.04.2021,18,23.05.2021,1,28.03.2021,3,,,12.01.2021,2,29.03.2021,19,,,,,19.02.2021,1,13.05.2021,11,17.02.2021,2,19.01.2021,3,09.05.2021,1,07.06.2021,2,,,15.06.2021,2,12.03.2021,4,,,26.04.2021,13,02.04.2021,19,,,11.05.2021,1,08.05.2021,1,25.01.2021,3,09.08.2021,1,,,,
