,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nairobi,,Mombasa,,Baringo,,Bomet,,Bungoma,,Busia,,Elgeyo-Marakwet,,Embu,,Garissa,,Homa Bay,,Isiolo,,Kajiado,,Kakamega,,Kericho,,Kiambu,,Kilifi,,Kirinyaga,,Kisii,,Kisumu,,Kitui,,Kwale,,Laikipia,,Lamu,,Machakos,,Makueni,,Mandera,,Marsabit,,Meru,,Migori,,Murang'a,,Nakuru,,Nandi,,Narok,,Nyamira,,Nyandarua,,Nyeri,,Samburu,,Siaya,,Taita–Taveta,,Tharaka-Nithi,,Trans-Nzoia,,Turkana,,Uasin Gishu,,Vihiga,,Wajir,,West Pokot,
Date,Cases,Deaths,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death
11.04.2021,0,12,17,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,2,16,0,3,0,0,0,1,0,2,0,5,0,0,0,0,0,12,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,1,0,21,1,0,0,0,0,0,0
12.04.2021,295,10,0,0,12,0,6,0,11,0,19,0,3,0,0,0,24,0,4,0,8,0,0,0,9,0,58,0,67,1,13,0,5,0,1,0,41,0,31,0,1,0,7,0,0,0,41,1,23,1,2,0,0,0,34,0,0,0,13,0,43,1,3,1,2,0,0,0,10,0,24,0,1,0,3,0,22,1,1,0,13,0,0,0,66,0,7,0,1,0,4,0
13.04.2021,351,17,47,0,1,0,0,0,61,0,24,0,0,0,0,0,0,0,7,0,11,0,23,1,12,0,7,0,49,1,19,0,8,0,5,1,46,0,16,1,1,0,5,0,0,0,0,2,5,1,0,1,4,0,35,2,17,0,6,1,38,1,13,0,1,0,0,0,10,0,3,0,1,0,20,1,17,0,0,0,1,0,55,0,39,0,10,0,0,0,3,0
14.04.2021,0,23,28,2,3,0,23,0,8,0,16,0,1,0,51,0,1,0,2,0,4,0,23,0,6,1,62,0,0,3,16,0,34,1,0,0,36,0,22,2,4,0,6,0,0,0,35,4,4,0,0,0,0,0,11,0,2,0,116,1,63,2,16,0,8,0,0,0,3,0,10,0,1,0,0,0,1,0,0,0,13,0,4,0,43,0,1,0,0,0,0,0
15.04.2021,323,23,0,0,0,0,3,0,12,0,31,1,1,0,0,1,16,0,8,0,2,0,0,0,25,0,4,0,28,3,0,0,0,0,2,0,36,0,40,1,1,0,5,0,0,0,19,2,9,2,6,0,2,0,27,0,2,1,5,0,0,3,10,0,2,0,43,0,17,1,32,0,0,0,41,1,3,1,15,0,71,0,18,1,0,0,2,0,15,0,2,0
16.04.2021,0,16,35,0,2,0,4,0,12,0,14,0,2,0,21,0,9,0,4,0,0,0,13,0,23,0,37,0,71,0,15,0,30,0,3,1,15,0,8,0,0,0,9,0,0,0,31,5,8,0,4,0,8,0,30,0,11,0,13,1,69,2,7,0,0,0,6,0,16,1,11,1,0,0,9,0,27,0,2,0,25,0,1,0,94,0,15,0,2,0,1,0
17.04.2021,178,12,12,4,1,0,0,0,2,0,0,0,2,0,1,0,0,0,5,0,4,0,8,0,1,0,6,0,0,1,20,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,2,0,10,0,19,0,1,0,1,0,1,0,3,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,24,0,1,0,0,0,0,0
18.04.2021,153,18,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,9,4,1,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,10,1,2,2,0,0,0,0,18,0,0,0,1,0,9,4,6,0,0,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,1,0
19.04.2021,0,19,17,2,0,0,16,0,0,0,0,0,1,0,1,0,3,0,8,0,0,0,0,1,3,0,34,0,21,0,20,0,10,0,1,0,0,0,17,1,1,0,4,0,0,0,31,1,0,0,0,1,0,0,1,0,1,0,2,0,0,0,9,0,3,0,17,1,7,1,3,1,0,0,12,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0
20.04.2021,330,14,0,1,2,0,6,0,10,0,14,0,0,1,11,0,22,0,25,0,20,0,13,0,8,0,45,0,0,1,10,0,3,0,11,0,25,0,9,0,0,0,17,0,0,0,13,2,10,0,7,2,0,0,28,0,7,0,33,0,63,1,4,0,14,0,0,0,10,0,19,0,4,0,17,0,5,1,0,0,3,0,4,0,44,0,1,0,0,0,2,0
21.04.2021,0,20,89,3,14,0,9,0,5,0,31,0,0,0,7,0,0,0,2,0,2,0,6,1,31,0,27,0,15,1,0,0,16,0,9,0,23,0,18,0,3,0,13,0,,0,0,0,1,0,4,1,9,0,54,1,0,0,22,1,31,1,14,0,0,0,30,1,24,2,3,2,4,0,9,0,11,0,16,0,7,0,0,0,29,0,12,0,16,0,3,0
22.04.2021,273,14,44,1,3,0,10,0,5,0,3,0,2,0,11,0,10,1,2,0,1,0,0,0,1,0,32,0,26,0,4,0,5,0,13,0,29,0,9,1,0,0,6,0,0,0,14,1,13,1,0,0,1,0,13,1,3,0,9,0,43,0,11,0,1,0,2,0,11,1,15,1,1,0,6,0,2,2,0,0,66,0,23,0,42,0,0,0,0,0,1,0
23.04.2021,0,11,0,0,48,0,2,0,72,0,28,0,3,0,13,0,2,2,14,0,0,0,12,0,52,0,4,0,0,3,7,0,0,0,21,0,90,0,18,1,0,0,34,0,0,0,28,1,6,0,12,1,9,0,10,0,58,0,8,1,0,0,23,0,3,0,33,0,7,1,62,0,0,0,13,0,8,0,1,0,10,0,14,0,66,0,5,0,1,0,0,0
24.04.2021,138,26,73,3,1,0,0,0,26,0,19,0,2,0,14,0,1,0,4,1,2,0,6,1,2,0,0,0,27,4,36,0,0,2,4,1,1,0,10,0,9,0,2,0,0,0,5,3,0,1,0,1,0,0,27,1,1,0,4,1,10,2,1,0,0,0,0,0,0,0,15,0,0,0,2,0,9,0,2,0,1,0,0,0,0,0,2,0,2,0,0,0
25.04.2021,117,15,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,9,0,1,0,7,0,13,3,2,0,5,0,1,2,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,1,0
26.04.2021,0,9,0,1,0,0,20,0,3,0,6,0,0,0,10,0,6,1,2,0,0,0,0,0,3,0,36,0,0,2,7,1,2,0,34,0,19,0,16,0,6,0,5,0,0,0,6,0,18,0,11,0,1,0,2,0,2,0,4,0,28,0,1,0,1,0,16,0,7,0,4,1,1,0,13,0,0,1,0,0,1,0,15,0,7,0,0,0,0,0,1,0
27.04.2021,246,18,23,1,18,0,13,0,12,0,0,0,1,0,2,0,12,0,3,0,0,0,12,1,30,0,98,0,21,2,0,0,0,0,15,0,31,0,28,0,0,0,3,0,0,0,19,0,0,0,0,0,3,0,15,1,14,0,5,0,0,1,30,0,3,0,0,0,6,1,3,1,0,0,13,2,16,0,1,0,32,0,3,0,29,0,5,0,1,0,3,0
28.04.2021,0,12,51,2,0,0,5,0,18,0,15,0,2,0,36,0,11,0,2,0,0,0,4,0,1,0,42,0,8,3,13,0,9,0,20,0,0,0,10,1,1,0,3,0,0,0,3,0,6,0,0,0,0,0,10,1,3,0,10,1,17,0,7,0,1,0,4,0,6,1,16,2,2,0,11,0,4,0,0,0,9,0,3,0,0,0,1,0,0,0,1,0
29.04.2021,97,16,0,0,0,0,15,0,3,0,1,0,1,0,16,0,3,0,4,0,0,0,0,0,1,0,44,0,0,2,3,0,0,0,20,0,38,1,6,1,2,0,2,0,0,0,0,1,3,3,8,0,0,0,15,0,2,4,5,0,56,0,1,0,2,0,1,0,2,0,2,1,0,0,7,0,0,1,0,0,45,0,0,0,17,0,0,0,0,0,2,0
30.04.2021,176,13,60,0,5,0,8,0,23,0,15,0,4,0,3,0,12,2,4,0,14,0,4,0,30,0,7,0,22,4,20,0,0,0,2,0,36,0,12,0,0,0,6,0,0,0,12,0,25,0,0,0,4,0,12,0,15,0,5,2,24,0,33,0,13,0,0,0,0,0,33,2,1,0,34,0,4,0,1,0,6,0,0,0,49,0,3,0,1,0,0,0
01.05.2021,0,14,9,2,0,0,0,0,5,0,0,0,0,0,5,0,2,0,2,0,1,0,5,0,3,0,1,0,14,1,19,0,2,0,2,0,7,0,6,0,0,0,7,0,,0,7,2,1,0,3,0,0,0,28,0,3,0,2,1,0,1,2,0,1,0,1,0,1,0,11,0,0,0,0,0,8,1,3,0,0,0,0,0,52,0,0,0,3,0,0,0
02.05.2021,71,10,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,4,1,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,1,0
03.05.2021,0,12,36,2,0,0,1,0,1,0,0,0,0,0,14,1,0,0,3,0,0,0,0,0,3,1,6,0,5,1,16,0,1,1,2,1,29,0,26,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,13,0,1,0,3,0,10,1,4,0,0,0,9,0,3,0,2,1,0,0,4,0,0,0,2,0,9,0,0,0,0,0,2,0,2,0,2,0
04.05.2021,131,9,0,0,0,0,1,0,14,0,1,0,0,0,35,0,22,0,2,0,5,0,4,0,24,0,1,0,14,1,0,0,2,0,1,0,33,0,7,0,0,0,1,0,0,0,10,0,6,1,0,0,2,0,9,1,33,0,3,1,9,0,37,0,0,0,0,0,3,0,3,1,6,0,40,2,0,0,0,0,0,0,8,0,0,0,3,0,0,0,2,0
05.05.2021,150,14,88,0,2,0,8,0,23,0,50,0,2,0,3,0,4,0,6,1,1,0,8,0,6,0,46,0,0,1,8,0,9,0,7,1,58,0,8,1,2,0,1,0,0,0,12,0,13,3,6,1,1,0,4,0,0,0,9,2,0,0,11,0,2,0,5,0,6,0,18,1,0,0,3,0,23,0,20,0,20,0,0,0,31,0,2,0,20,0,3,0
06.05.2021,0,8,39,0,0,0,10,0,1,0,1,0,2,0,4,0,5,0,6,0,0,0,0,0,13,1,30,0,15,0,44,0,0,0,35,0,17,0,9,3,1,0,2,0,0,0,3,1,2,0,0,0,8,0,10,2,2,0,3,0,24,0,8,0,2,0,2,0,2,0,29,0,3,0,14,0,27,0,19,0,3,0,2,0,22,0,1,0,19,0,2,0
07.05.2021,148,7,0,3,10,0,10,0,26,0,0,0,2,0,7,0,2,0,4,0,2,0,10,0,3,0,36,0,15,0,0,0,1,0,5,0,0,0,7,1,1,0,2,0,0,0,0,0,7,0,8,0,3,0,11,0,23,0,2,0,21,0,9,0,8,0,22,0,0,0,7,0,0,0,11,1,23,0,0,0,7,0,15,0,20,0,3,0,0,0,0,0
08.05.2021,0,8,15,2,0,0,0,0,2,0,0,0,1,0,0,1,2,1,0,0,0,0,3,0,1,0,5,0,0,0,38,0,1,0,38,0,0,0,0,0,6,0,1,0,,0,5,0,0,0,2,0,0,0,2,0,3,0,9,1,0,0,5,0,1,0,0,0,0,0,7,0,1,0,1,0,34,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0
09.05.2021,32,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,5,0,1,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0
10.05.2021,95,10,0,1,1,0,0,0,4,0,0,0,2,0,1,0,1,0,11,0,0,0,0,0,7,0,15,0,12,0,11,0,0,0,18,1,51,0,13,0,2,0,3,0,0,0,2,1,1,1,0,0,0,0,2,0,1,1,3,0,5,0,3,0,0,0,15,0,2,0,2,1,0,0,6,0,2,0,4,0,6,1,2,0,6,0,1,0,4,0,0,0
11.05.2021,0,8,27,2,1,0,1,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,2,0,1,0,51,0,0,0,0,0,11,0,20,2,36,0,7,0,0,0,2,0,0,0,0,1,1,0,1,0,5,0,40,0,18,0,4,1,12,1,3,0,1,0,6,0,2,0,3,1,0,0,18,0,1,0,0,0,1,0,2,0,25,0,5,0,0,0,0,0
12.05.2021,82,8,0,0,0,0,7,0,1,0,24,1,0,0,7,0,2,1,10,0,1,0,0,0,4,0,5,0,10,0,11,0,2,0,2,2,37,0,9,1,1,0,1,0,,0,0,0,8,0,0,0,0,0,39,2,4,0,1,0,0,1,4,0,0,0,0,0,0,0,6,0,0,0,11,0,1,0,1,0,0,0,0,0,8,0,0,0,1,0,1,0
13.05.2021,0,6,37,2,11,0,6,0,10,0,0,0,0,0,2,0,1,0,2,0,1,0,4,0,6,0,58,0,8,1,2,0,0,0,13,1,53,0,3,0,1,0,0,0,0,0,4,0,9,0,2,0,0,0,6,0,11,0,6,0,12,0,2,0,0,0,11,0,2,0,12,0,0,0,17,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0
14.05.2021,69,5,7,1,2,0,0,0,1,0,18,0,1,0,4,0,1,0,2,0,0,0,5,0,1,0,8,0,0,0,15,0,0,0,3,0,3,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,42,0,3,0,0,0,11,0,12,0,0,0,1,0,0,0,12,0,0,0,3,0,2,0,1,0,6,0,0,0,15,0,1,0,1,0,1,0
15.05.2021,27,6,0,1,0,0,0,0,0,0,4,0,1,0,2,0,0,0,4,0,0,0,0,0,0,1,3,0,1,0,8,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,4,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0
16.05.2021,0,5,22,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.05.2021,77,8,27,0,0,0,3,0,8,0,18,0,0,0,4,0,0,0,6,1,1,0,3,0,7,0,27,0,0,2,0,0,2,0,17,1,102,0,13,1,0,0,4,0,0,0,0,0,8,0,0,1,1,0,17,0,2,0,5,0,6,0,11,0,0,0,12,0,0,0,14,0,0,0,18,0,3,0,2,0,3,0,9,0,10,0,4,0,2,0,3,0
18.05.2021,0,2,0,1,0,0,2,0,2,0,1,0,0,0,0,0,4,0,18,0,1,0,7,0,3,0,19,0,4,0,9,0,0,0,26,0,64,0,9,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,6,0,49,0,0,0,19,0,1,0,0,0,1,0,1,0,4,1,0,0,20,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,1,0
19.05.2021,112,17,10,1,1,0,7,0,2,0,0,0,0,0,2,0,1,1,5,1,1,0,0,0,4,0,29,1,7,1,10,0,4,0,3,0,0,2,1,0,1,0,3,0,0,0,8,0,7,0,3,0,0,0,21,0,15,0,5,0,80,2,7,0,1,0,4,0,1,0,3,1,0,0,27,3,1,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0
20.05.2021,98,7,0,0,0,0,5,0,65,0,53,1,0,0,0,0,8,0,15,2,1,0,4,0,0,0,23,0,8,0,22,0,1,0,30,0,36,0,3,0,1,0,33,0,,0,5,0,2,0,0,1,1,0,15,0,23,0,2,1,0,0,16,0,2,0,0,0,1,0,8,0,0,0,39,0,3,0,0,0,5,0,1,0,11,0,3,0,0,0,6,0
21.05.2021,0,10,39,1,3,0,0,0,12,0,24,0,0,0,5,0,0,0,5,2,0,0,3,0,22,0,43,0,0,0,8,1,6,0,28,0,103,0,57,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,8,1,8,0,16,0,23,0,1,0,9,0,0,0,17,0,0,0,23,1,0,0,0,0,2,0,15,0,18,0,1,0,0,0,1,0
22.05.2021,69,7,27,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,28,1,7,0,2,1,1,0,0,0,84,0,13,0,0,0,19,0,6,0,4,0,0,0,4,0,0,0,3,1,0,0,0,1,0,0,8,0,4,0,4,0,3,0,2,0,3,0,0,0,1,0,17,0,0,0,1,0,1,0,1,0,2,0,2,0,6,0,0,0,1,0,0,0
23.05.2021,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,5,0,4,0,0,0,0,0,9,2,1,0,0,0,1,0,1,0,0,0,11,0,0,0,3,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.05.2021,33,11,21,3,0,0,3,0,0,0,28,0,1,0,1,1,10,0,14,0,0,0,0,0,3,0,37,0,0,0,1,0,0,0,1,1,110,0,19,1,0,0,1,0,0,0,3,0,7,1,0,0,0,0,2,0,1,0,2,1,0,0,1,0,0,0,10,0,2,0,0,1,0,0,33,1,0,0,0,0,0,0,1,0,14,1,5,0,0,0,0,0
25.05.2021,111,6,38,0,0,0,2,0,2,0,8,0,0,0,0,1,2,0,8,1,0,0,9,0,6,0,15,0,11,0,1,0,2,0,10,2,67,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,3,0,20,0,3,0,12,0,4,0,0,0,0,0,1,0,0,0,0,0,55,0,3,0,1,0,13,0,0,0,13,0,0,1,1,0,0,0
26.05.2021,0,5,0,1,0,0,4,0,9,0,0,0,0,0,0,0,0,0,14,0,1,0,1,0,5,1,22,0,8,0,9,0,19,0,8,0,57,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,8,0,5,0,7,0,9,0,0,0,12,0,0,0,5,0,0,0,36,0,2,0,3,0,4,0,1,0,6,0,4,0,3,0,0,0
27.05.2021,77,5,14,0,2,0,0,0,13,0,12,0,1,0,6,0,8,0,11,0,0,0,0,0,1,0,3,0,0,0,2,0,2,1,9,0,0,0,2,0,0,0,0,0,0,0,1,0,4,1,1,0,0,0,1,0,1,0,5,0,11,0,1,0,1,0,0,0,0,0,7,0,0,0,68,0,1,1,0,0,2,0,2,0,12,0,0,0,0,0,1,0
28.05.2021,0,4,0,1,5,0,5,0,16,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,32,0,24,0,5,1,0,0,4,0,41,1,44,0,9,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,2,0,7,0,5,0,0,0,3,0,2,0,9,0,1,0,4,0,0,0,53,0,0,0,2,0,5,0,0,0,0,0,0,0,2,0,2,0
29.05.2021,58,8,10,1,0,0,0,0,0,0,32,0,0,0,0,0,1,3,10,0,0,0,1,0,1,0,0,0,8,1,10,0,1,0,5,0,4,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,2,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,1,0,2,0,3,0,0,0,1,0,0,0
30.05.2021,30,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,3,0,6,0,0,0,0,0,4,0,1,0,3,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0
31.05.2021,0,10,0,0,0,0,0,0,0,0,7,0,0,0,1,0,9,0,2,0,0,0,3,0,2,0,14,0,12,0,19,0,2,0,9,0,68,4,4,0,0,0,1,0,0,0,,0,10,1,0,1,0,0,0,0,1,0,0,0,3,2,1,0,2,0,14,0,0,0,1,0,0,0,38,1,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0
01.06.2021,38,2,2,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,0,12,0,1,0,1,0,32,0,1,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
02.06.2021,0,12,26,1,6,0,0,0,6,0,3,0,1,0,2,0,1,0,4,1,0,0,5,0,2,1,7,0,0,0,18,0,0,0,5,3,145,0,10,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,2,21,2,0,0,19,0,9,0,2,0,14,0,0,0,0,1,0,0,34,0,0,0,3,0,0,0,7,0,10,0,11,0,3,0,2,0
03.06.2021,67,3,0,0,0,0,0,0,0,0,13,0,0,0,2,0,6,0,1,0,0,0,1,0,2,0,8,0,8,2,0,0,2,0,5,0,30,1,3,0,2,0,0,0,,0,0,0,0,0,0,0,1,0,1,0,2,0,4,0,7,0,1,0,2,0,0,0,0,0,9,0,0,0,66,0,0,0,0,0,1,0,7,0,7,0,6,0,0,0,1,0
04.06.2021,53,7,0,1,0,0,10,0,5,0,15,0,1,0,2,0,1,0,12,0,0,0,0,0,2,0,29,0,8,0,33,0,1,0,38,1,0,0,1,0,0,0,0,1,0,0,,0,3,0,3,0,1,0,0,0,19,1,0,0,10,0,14,0,2,0,12,0,0,0,3,1,0,0,18,0,0,0,0,0,1,0,1,0,22,0,5,1,0,0,1,0
05.06.2021,0,13,2,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,2,2,0,0,1,0,2,2,1,0,0,0,0,0,3,0,10,2,0,1,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,4,0,1,0,4,1,0,0,3,0,4,0,0,0,0,0,18,0,0,0,5,1,0,0,0,0,3,0,0,0,21,1,0,0,0,0,0,0
06.06.2021,49,10,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,46,3,0,0,2,0,0,0,0,0,4,0,3,0,0,0,3,1,6,0,0,2,0,0,1,0,0,0,6,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0
07.06.2021,0,21,24,3,4,0,6,0,5,0,3,0,1,0,1,0,3,1,8,2,0,0,6,0,3,2,21,0,11,0,3,0,1,0,10,2,130,3,0,0,2,0,1,0,0,0,0,1,11,1,0,0,2,0,2,0,2,2,1,0,14,3,0,0,2,0,8,0,0,0,2,0,0,0,25,1,0,0,0,0,23,0,0,0,16,0,0,0,0,0,0,0
08.06.2021,91,12,17,1,0,0,7,0,60,0,32,0,5,0,1,0,1,0,54,0,0,0,0,0,13,0,6,0,0,0,6,0,0,0,5,0,100,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,1,11,0,4,0,17,2,24,1,1,0,1,0,2,0,11,0,1,0,49,3,1,0,0,0,1,0,1,0,37,1,9,1,0,0,2,0
09.06.2021,152,11,0,1,1,0,15,0,31,0,58,0,1,0,1,0,1,0,25,1,1,0,2,0,21,1,8,0,16,0,7,0,4,1,34,1,70,0,1,0,1,0,1,1,0,0,3,0,0,0,0,0,1,0,0,0,13,2,2,0,0,0,3,0,2,0,7,0,0,0,2,0,0,0,18,1,0,0,6,0,7,0,0,0,39,0,12,0,6,0,0,0
10.06.2021,0,20,23,1,0,0,11,0,21,0,72,0,1,0,1,0,3,0,11,1,0,0,3,0,7,3,33,0,7,1,4,0,8,0,14,5,35,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,4,0,14,3,13,0,1,0,1,0,0,0,0,0,1,0,71,1,0,0,1,0,1,0,0,0,0,2,6,0,1,0,3,0
11.06.2021,47,16,27,1,7,0,15,0,4,0,14,0,0,0,2,0,1,0,21,2,0,0,0,0,8,0,33,0,0,2,0,1,4,0,34,0,29,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,18,0,2,0,22,0,1,1,2,0,17,0,0,0,31,0,0,0,32,2,0,0,0,0,6,0,0,0,6,3,5,0,0,0,2,0
12.06.2021,0,8,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,4,0,1,0,8,0,0,0,0,0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
13.06.2021,130,10,9,0,1,0,1,0,10,0,9,0,2,1,1,0,0,0,5,1,0,0,3,0,8,0,0,0,4,0,8,0,0,0,9,3,0,0,0,0,2,0,5,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,0,0,1,0,2,0,2,0,0,0,20,1,2,0,0,0,8,0,0,0,37,0,0,0,0,0,0,0
14.06.2021,116,9,0,2,0,0,18,0,2,0,0,1,4,0,1,0,2,0,22,2,0,0,2,0,18,1,5,0,0,0,26,0,1,0,7,1,66,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,6,1,1,0,1,0,10,1,1,0,1,0,12,0,0,0,0,0,0,0,30,0,1,0,1,0,9,0,2,0,9,0,5,0,1,0,0,0
15.06.2021,0,6,28,0,0,0,13,0,10,0,24,1,0,0,0,0,0,0,68,3,0,0,2,0,19,0,16,0,2,0,5,0,2,0,7,2,48,0,2,0,1,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,1,0,14,0,0,0,4,0,1,0,2,0,4,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0
16.06.2021,78,11,39,1,4,0,12,0,13,0,69,0,1,0,4,0,5,0,49,2,0,0,0,0,17,2,0,0,4,0,19,0,2,0,13,2,102,1,3,0,1,0,2,0,0,0,0,0,0,0,2,0,2,0,11,0,6,0,3,0,0,0,2,0,1,0,18,0,12,0,1,0,0,0,123,2,0,0,0,0,9,0,5,0,11,0,7,0,0,0,1,0
17.06.2021,0,18,0,2,0,0,62,0,13,0,41,2,1,0,0,0,4,0,30,2,0,0,8,0,19,3,8,0,0,2,11,0,0,0,24,0,92,2,1,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,8,1,3,0,2,0,16,0,6,0,1,0,0,0,2,0,2,0,0,0,138,0,2,0,0,0,15,0,2,0,24,1,23,1,0,0,2,0
18.06.2021,74,8,38,1,1,0,14,0,0,0,69,1,5,0,0,0,2,0,36,3,0,0,7,0,79,1,11,0,6,0,0,0,1,0,78,0,72,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,2,0,6,0,76,0,4,0,5,0,0,0,2,0,20,0,4,0,6,0,0,0,60,0,2,0,0,0,0,0,1,0,17,0,4,0,0,0,1,0
